"","disasterNumber","state.x","county","city","zipCode","validRegistrations","totalInspected","totalInspectedWithNoDamage","totalWithModerateDamage","totalWithMajorDamage","totalWithSubstantialDamage","approvedForFemaAssistance","totalApprovedIhpAmount","repairReplaceAmount","rentalAmount","otherNeedsAmount","approvedBetween1And10000","approvedBetween10001And25000","approvedBetween25001AndMax","totalMaxGrants","id","femaDeclarationString","state.y","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate"
"12444",4486,"FL","Palm Beach (County)","DEL RAY BEACH","33484",4,0,4,0,0,0,2,9175,0,0,9175,2,0,0,2,"624804b9cbab24a500afe123","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12445",4486,"FL","Palm Beach (County)","DELRAY","33484",2,0,2,0,0,0,1,9000,0,0,9000,1,0,0,1,"624804b9cbab24a500afe125","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12446",4486,"FL","Palm Beach (County)","PALM BEACH","33484",1,0,1,0,0,0,1,9000,0,0,9000,1,0,0,1,"624804b9cbab24a500afe127","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12447",4486,"FL","Palm Beach (County)","WEST PALM BEACH","33484",1,0,1,0,0,0,1,451.75,0,0,451.75,1,0,0,1,"624804b9cbab24a500afe128","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12448",4486,"FL","Palm Beach (County)","BOCA RATON","33486",217,0,217,0,0,0,164,1036020,0,0,1036020,160,4,0,164,"624804b9cbab24a500afe129","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12449",4486,"FL","Palm Beach (County)","BOCA RATON WEST PALM BEACH","33486",1,0,1,0,0,0,1,3933,0,0,3933,1,0,0,1,"624804b9cbab24a500afe12a","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12450",4486,"FL","Palm Beach (County)","BOCARATON","33486",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe12d","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12451",4486,"FL","Palm Beach (County)","BOCA RATON","33487",2,0,2,0,0,0,2,10258,0,0,10258,2,0,0,2,"624804b9cbab24a500afe12f","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12452",4486,"FL","Sumter (County)","BUSHNELL","33513",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe137","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12453",4486,"FL","Hernando (County)","DADE CITY","33523",1,0,1,0,0,0,1,2693,0,0,2693,1,0,0,1,"624804b9cbab24a500afe139","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12454",4486,"FL","Pasco (County)","DADE","33525",1,0,1,0,0,0,1,7500,0,0,7500,1,0,0,1,"624804b9cbab24a500afe13c","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12455",4486,"FL","Hillsborough (County)","DOVER","33527",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe13e","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12456",4486,"FL","Pasco (County)","ZEPHYYR HILLS","33541",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe145","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12457",4486,"FL","Pasco (County)","ZEPHYR HILLS","33542",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe148","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12458",4486,"FL","Pasco (County)","WESLEY CHAPEL","33543",3,0,3,0,0,0,2,18000,0,0,18000,2,0,0,2,"624804b9cbab24a500afe14b","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12459",4486,"FL","Pinellas (County)","LITHIA","33547",1,0,1,0,0,0,1,2638,0,0,2638,1,0,0,1,"624804b9cbab24a500afe152","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12460",4486,"FL","Hillsborough (County)","LOUTZ","33558",1,0,1,0,0,0,1,8020,0,0,8020,1,0,0,1,"624804b9cbab24a500afe155","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12461",4486,"FL","Hillsborough (County)","LUTZ","33558",67,0,67,0,0,0,46,231908.1,0,0,231908.1,46,0,0,46,"624804b9cbab24a500afe156","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12462",4486,"FL","Hillsborough (County)","PLANT CITY","33565",7,0,7,0,0,0,6,39889.02,0,0,39889.02,6,0,0,6,"624804b9cbab24a500afe15a","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12463",4486,"FL","Hillsborough (County)","PLANT CITY","33567",4,0,4,0,0,0,2,14140,0,0,14140,2,0,0,2,"624804b9cbab24a500afe15c","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12464",4486,"FL","Hillsborough (County)","RUSKIN","33570",5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe15e","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12465",4486,"FL","Duval (County)","AVENTURA","33180",1,0,1,0,0,0,1,7379,0,0,7379,1,0,0,1,"624804b9cbab24a500afe066","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12466",4486,"FL","Miami-Dade (County)","AVENTURA","33180",141,0,141,0,0,0,95,635945.1,0,0,635945.1,93,2,0,95,"624804b9cbab24a500afe067","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12467",4486,"FL","Hillsborough (County)","VALRICO","33594",6,0,6,0,0,0,2,5630,0,0,5630,2,0,0,2,"624804b9cbab24a500afe167","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12468",4486,"FL","Hernando (County)","WEBSTER","33597",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe169","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12469",4486,"FL","Broward (County)","FT LAUDERDALE","33301",1,0,1,0,0,0,1,9000,0,0,9000,1,0,0,1,"624804b9cbab24a500afe07a","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12470",4486,"FL","Broward (County)","FORT LAUDERDALE","33305",2,0,2,0,0,0,2,11732,0,0,11732,2,0,0,2,"624804b9cbab24a500afe07d","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12471",4486,"FL","Broward (County)","FORT LAUDERDALE","33308",161,0,161,0,0,0,109,640487.9,0,0,640487.9,109,0,0,109,"624804b9cbab24a500afe07f","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12472",4486,"FL","Broward (County)","LAUDERDALE LAKES","33309",1,0,1,0,0,0,1,4440,0,0,4440,1,0,0,1,"624804b9cbab24a500afe083","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12473",4486,"FL","Broward (County)","OAKLAND PARK","33309",2,0,2,0,0,0,2,14000,0,0,14000,2,0,0,2,"624804b9cbab24a500afe084","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12474",4486,"FL","Broward (County)","OAKLAND PARK","33311",2,0,2,0,0,0,2,9614,0,0,9614,2,0,0,2,"624804b9cbab24a500afe08a","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12475",4486,"FL","Broward (County)","FORT LAUDERDALE","33312",20,0,20,0,0,0,12,63563.03,0,0,63563.03,12,0,0,12,"624804b9cbab24a500afe08b","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12476",4486,"FL","Broward (County)","LAUDERDALE LAKE","33313",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe091","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12477",4486,"FL","Broward (County)","FORTLAUDERDALE","33316",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe09b","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12478",4486,"FL","Hamilton (County)","FORT LAUDERDALE","33319",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe0a4","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12479",4486,"FL","Broward (County)","SUNRISE","33322",2,0,2,0,0,0,2,17557.28,0,0,17557.28,2,0,0,2,"624804b9cbab24a500afe0a8","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12480",4486,"FL","Broward (County)","PLANTATION","33323",4,0,4,0,0,0,2,21160,0,0,21160,1,1,0,2,"624804b9cbab24a500afe0a9","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12481",4486,"FL","Broward (County)","FORT LAUDERDALE","33324",17,0,17,0,0,0,11,79292.59,0,0,79292.59,10,1,0,11,"624804b9cbab24a500afe0ac","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12482",4486,"FL","Broward (County)","DAVIE","33325",1,0,1,0,0,0,1,985,0,0,985,1,0,0,1,"624804b9cbab24a500afe0af","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12483",4486,"FL","Palm Beach (County)","WELLINTON","33341",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe0bf","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12484",4486,"FL","Palm Beach (County)","WEST PALM BEACH","33401",99,0,99,0,0,0,75,553695,0,0,553695,73,2,0,75,"624804b9cbab24a500afe0c4","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12485",4486,"FL","Palm Beach (County)","WEST PALM BEACH","33403",3,0,3,0,0,0,3,12018,0,0,12018,3,0,0,3,"624804b9cbab24a500afe0c7","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12486",4486,"FL","Palm Beach (County)","RIVIERA BEACH","33404",16,0,16,0,0,0,13,88593.78,0,0,88593.78,13,0,0,13,"624804b9cbab24a500afe0c8","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12487",4486,"FL","Palm Beach (County)","SINGER ISLAND","33404",1,0,1,0,0,0,1,1390,0,0,1390,1,0,0,1,"624804b9cbab24a500afe0c9","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12488",4486,"FL","Palm Beach (County)","MANGONIA PARK","33407",1,0,1,0,0,0,1,3500,0,0,3500,1,0,0,1,"624804b9cbab24a500afe0ce","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12489",4486,"FL","Palm Beach (County)","PALM BEACH GARDEN","33410",1,0,1,0,0,0,1,9000,0,0,9000,1,0,0,1,"624804b9cbab24a500afe0d6","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12490",4486,"FL","Palm Beach (County)","PALM BEACH GARDENS","33410",61,0,61,0,0,0,43,305135.4,0,0,305135.4,43,0,0,43,"624804b9cbab24a500afe0d7","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12491",4486,"FL","Palm Beach (County)","WEST PALM BEACH","33410",22,0,22,0,0,0,17,102823.4,0,0,102823.4,17,0,0,17,"624804b9cbab24a500afe0da","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12492",4486,"FL","Palm Beach (County)","WEST PALM BEACH","33415",15,0,15,0,0,0,8,32574.5,0,0,32574.5,8,0,0,8,"624804b9cbab24a500afe0e5","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12493",4486,"FL","Palm Beach (County)","WEST PALM BEACH","33417",11,0,11,0,0,0,7,44631.77,0,0,44631.77,7,0,0,7,"624804b9cbab24a500afe0e7","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12494",4486,"FL","Palm Beach (County)","PALM BEACH GARDENS","33418",16,0,16,0,0,0,8,47847,0,0,47847,8,0,0,8,"624804b9cbab24a500afe0e8","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12495",4486,"FL","Palm Beach (County)","RIVIERA BEACH","33418",22,0,22,0,0,0,15,115363,0,0,115363,15,0,0,15,"624804b9cbab24a500afe0ea","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12496",4486,"FL","Palm Beach (County)","BOYNTON BEACH","33426",3,0,3,0,0,0,2,16300,0,0,16300,2,0,0,2,"624804b9cbab24a500afe0ec","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12497",4486,"FL","Palm Beach (County)","BOCA RATON","33428",65,0,65,0,0,0,46,264806.3,0,0,264806.3,46,0,0,46,"624804b9cbab24a500afe0ed","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12498",4486,"FL","Palm Beach (County)","BOCA RATON","33431",18,0,18,0,0,0,10,72568.56,0,0,72568.56,10,0,0,10,"624804b9cbab24a500afe0f0","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12499",4486,"FL","Palm Beach (County)","CANAL POINT","33438",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe0f8","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12500",4486,"FL","Hendry (County)","CLEWISTON","33440",17,0,17,0,0,0,12,68381.97,0,0,68381.97,12,0,0,12,"624804b9cbab24a500afe0f9","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12501",4486,"FL","Broward (County)","DEERFIELD BEACH","33441",10,0,10,0,0,0,7,34831.83,0,0,34831.83,7,0,0,7,"624804b9cbab24a500afe0fa","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12502",4486,"FL","Broward (County)","DEERFIELD BEACH","33442",5,0,5,0,0,0,2,2939.49,0,0,2939.49,2,0,0,2,"624804b9cbab24a500afe0fb","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12503",4486,"FL","Palm Beach (County)","ATLAS","33462",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe10b","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12504",4486,"FL","Palm Beach (County)","LANTANA","33462",7,0,7,0,0,0,5,43002.57,0,0,43002.57,5,0,0,5,"624804b9cbab24a500afe10e","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12505",4486,"FL","Pasco (County)","HUDSON","33467",1,0,1,0,0,0,1,1619.18,0,0,1619.18,1,0,0,1,"624804b9cbab24a500afe115","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12506",4486,"FL","Palm Beach (County)","JUPITER","33469",4,0,4,0,0,0,3,17288,0,0,17288,3,0,0,3,"624804b9cbab24a500afe117","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12507",4486,"FL","Palm Beach (County)","BOYNTON BEACH","33472",44,0,44,0,0,0,33,201226.9,0,0,201226.9,33,0,0,33,"624804b9cbab24a500afe11b","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12508",4486,"FL","Palm Beach (County)","BOCA ROTAN","33486",1,0,1,0,0,0,1,3065,0,0,3065,1,0,0,1,"624804b9cbab24a500afe12b","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12509",4486,"FL","Palm Beach (County)","BOCA RATON","33496",2,0,2,0,0,0,1,9000,0,0,9000,1,0,0,1,"624804b9cbab24a500afe132","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12510",4486,"FL","Palm Beach (County)","BOCA RATON","33498",3,0,3,0,0,0,2,16939,0,0,16939,2,0,0,2,"624804b9cbab24a500afe133","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12511",4486,"FL","Hillsborough (County)","BRANDON","33510",12,0,12,0,0,0,5,21691.55,0,0,21691.55,5,0,0,5,"624804b9cbab24a500afe134","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12512",4486,"FL","Pasco (County)","BAY CITY","33525",2,0,2,0,0,0,2,10989,0,0,10989,2,0,0,2,"624804b9cbab24a500afe13b","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12513",4486,"FL","Hillsborough (County)","GIBSONTON","33534",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe13f","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12514",4486,"FL","Pasco (County)","SEPHYRHILLS","33541",1,0,1,0,0,0,1,9000,0,0,9000,1,0,0,1,"624804b9cbab24a500afe143","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12515",4486,"FL","Pasco (County)","ZEPHYRHILLS","33542",12,0,12,0,0,0,8,27093.6,0,0,27093.6,8,0,0,8,"624804b9cbab24a500afe149","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12516",4486,"FL","Hillsborough (County)","LITHIA","33547",4,0,4,0,0,0,2,16792,0,0,16792,2,0,0,2,"624804b9cbab24a500afe151","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12517",4486,"FL","Hillsborough (County)","LUTZ","33548",3,0,3,0,0,0,3,15655,0,0,15655,3,0,0,3,"624804b9cbab24a500afe153","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12518",4486,"FL","Pasco (County)","LUTZ","33558",1,0,1,0,0,0,1,5394.8,0,0,5394.8,1,0,0,1,"624804b9cbab24a500afe157","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12519",4486,"FL","Hillsborough (County)","SEFFNER","33584",7,0,7,0,0,0,5,28812,0,0,28812,5,0,0,5,"624804b9cbab24a500afe164","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12520",4486,"FL","Indian River (County)","SEFFNER","33584",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afe165","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12521",4486,"FL","Pasco (County)","WEBSTER","33597",1,0,1,0,0,0,1,9000,0,0,9000,1,0,0,1,"624804b9cbab24a500afe16a","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12522",4486,"FL","Sumter (County)","WEBSTER","33597",4,0,4,0,0,0,1,2256,0,0,2256,1,0,0,1,"624804b9cbab24a500afe16b","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12523",4486,"FL","Brevard (County)","MALABAR","32950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"624804b9cbab24a500afdf83","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12524",4486,"FL","Brevard (County)","MERRITT ISLAND","32953",5,0,5,0,0,0,1,8737,0,0,8737,1,0,0,1,"624804b9cbab24a500afdf86","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12525",4486,"FL","Brevard (County)","ROCKLEDGE","32955",123,0,123,0,0,0,86,402407.9,0,0,402407.9,86,0,0,86,"624804b9cbab24a500afdf87","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
"12526",4486,"FL","Brevard (County)","SEBASTIAN","32958",2,0,2,0,0,0,2,12107.5,0,0,12107.5,2,0,0,2,"624804b9cbab24a500afdf88","DR-4486-FL","FL","DR","2020-03-25T12:45:00.000Z",2020,"Biological","COVID-19 PANDEMIC",1,0,1,1,"2020-01-20T14:00:00.000Z","",""
